Day,Epoch,Train Loss,Train MSE,Train N,Test Loss,Test MSE,Test N
0,-1,0,0,0,168682.25636574073,168682.2622974537,21582
0,1,2949.666636208094,2949.666694729621,172355,4080.7442875614875,4080.7444277162904,21582
0,2,409.84122028041054,409.84122974192184,172355,143.12787804780183,143.12788143864384,21582
0,3,342.6781626389364,342.6781701975245,172355,121.18033578660753,121.18033924809208,21582
0,4,344.44349353551314,344.44350042144,172355,110.56223834002459,110.56224180150915,21582
0,5,349.9535150550081,349.95352474664037,172355,143.60382044756855,143.60382405033818,21582
0,6,346.25938052644307,346.25939051900275,172355,110.59037088464808,110.59037392227738,21582
0,7,340.76148959378907,340.7615002944132,172355,138.2215532373499,138.2215579704002,21582
0,8,358.62120490726903,358.6212127402321,172355,109.85225790518301,109.85226080152724,21582
0,9,342.14470568167917,342.1447128773842,172355,129.47414913883915,129.474152247111,21582
0,10,342.787512555753,342.78752008778866,172355,116.71539928294995,116.71540168479636,21582
1,1,1028.4533696686108,1028.4533849273998,57710,864.5692155626085,864.5692291259766,7139
1,2,384.2424699195941,384.2424758858334,57710,149.6167755126953,149.61677932739258,7139
2,1,1031.469256927917,1031.4692881657527,57055,1311.9627024332683,1311.9627448187935,7001
2,2,350.1979839351627,350.1979935652726,57055,122.50949499342177,122.50949372185602,7001
3,1,901.511337492201,901.5113471878899,57585,385.56203151393584,385.56203151393584,7228
3,2,344.20375657081604,344.2037708759308,57585,138.92353325921135,138.92353944520693,7228
4,1,977.6998051007589,977.6998429298401,57457,338.57395069019213,338.57396966057854,7297
4,2,324.3180297480689,324.31803748342725,57457,117.6582173527898,117.6582181775892,7297
5,1,1231.235829131244,1231.235883033439,58297,213.45235483269943,213.45235764352898,7537
5,2,291.76827219087784,291.7682795328637,58297,95.37541439658717,95.37541439658717,7537
6,1,836.9519332783334,836.9519554496611,59485,400.97495952405427,400.9749691611842,7504
6,2,299.6822894563611,299.68229918511923,59485,85.70288567793996,85.70288889031661,7504
7,1,1102.3585318901778,1102.3585570005152,61660,866.4494049854768,866.4494378505609,7676
7,2,244.22597540698004,244.22598051793366,61660,77.68270805554512,77.68271138117863,7676
8,1,735.857514390434,735.8575322725795,63393,215.49835777282715,215.49836769104004,7886
8,2,199.8189923259362,199.81899579165486,63393,72.10156412124634,72.10156373977661,7886
9,1,812.5804526151543,812.5804585598245,63263,344.5322212219238,344.5322296142578,7980
9,2,189.2942052534326,189.29420816559897,63263,98.44663200378417,98.4466365814209,7980
10,1,1038.6247835129218,1038.6248016116747,63372,184.61542061047678,184.61542217548077,7799
10,2,165.26578920045486,165.26579426666163,63372,91.03512886242989,91.03512925368089,7799
11,1,641.4624133882069,641.4624229310051,62908,658.0340637207031,658.0340698242187,7945
11,2,149.65259736076234,149.65260036407955,62908,50.16185178756714,50.16185340881348,7945
12,1,632.9837454789839,632.9837641686014,63503,186.40929718017577,186.4093044281006,7914
12,2,150.43230383051267,150.43230812504606,63503,49.65397930145264,49.65398111343384,7914
13,1,735.1799230575562,735.17994310917,62312,248.56047439575195,248.56048240661622,7802
13,2,126.78318169178107,126.78318411264664,62312,40.692091369628905,40.69209222793579,7802
14,1,748.1452846277773,748.1452968198489,61182,1459.209148206209,1459.2091706928454,7547
14,2,162.1895974352469,162.1896015117371,61182,45.30017411081415,45.30017732319079,7547
15,1,955.1721497094071,955.17216578746,59493,254.27182448537727,254.2718297054893,7535
15,2,139.72606821508217,139.7260726698293,59493,45.82537189282869,45.82537410133764,7535
16,1,556.4416433663204,556.4416552444984,57803,5374.860256618924,5374.860514322917,7168
16,2,255.51940766696273,255.51941466495907,57803,196.15149900648328,196.15150748358832,7168
17,1,870.980169095126,870.9802036216042,54842,133.86512974330358,133.86513671875,6863
17,2,131.03385822642934,131.0338604736328,54842,64.01181237357004,64.01181498936245,6863
18,1,483.645450313596,483.64545483832813,54712,212.3014923095703,212.30150190080914,6948
18,2,128.73119493470574,128.73119675852087,54712,53.56882313319615,53.56882509504046,6948
19,1,738.5066614427428,738.5066730388696,55035,207.56224144829645,207.56224483913846,7003
19,2,119.20156975068907,119.20157175478728,55035,45.694518619113495,45.6945210562812,7003
20,1,635.6792553014923,635.6792780558268,56885,290.7089157104492,290.7089148627387,7115
20,2,137.6822739049008,137.68227782667728,56885,125.66403579711914,125.6640362209744,7115
21,1,767.1435636109261,767.1435806085701,56594,1261.2414946684967,1261.2415342588683,7292
21,2,132.14627827351168,132.1462828430607,56594,37.08754755999591,37.08754905494484,7292
