Day,Epoch,Train Loss,Train MSE,Train N,Test Loss,Test MSE,Test N
0,-1,0,0,0,172461.54036458334,172461.54412615742,21582
0,1,2654.9490979719053,2654.949137712023,172355,2491.020229763455,2491.020311143663,21582
0,2,402.7923109315664,402.7923206409003,172355,141.80276898984556,141.80276948434334,21582
0,3,352.2794386295044,352.27944886988666,172355,139.4865028946488,139.48650550842285,21582
0,4,340.8629506015999,340.86295905411936,172355,136.28334921377677,136.28335302847404,21582
0,5,346.7070814871733,346.7070914885837,172355,132.401192912349,132.40119580869322,21582
0,6,348.2585870428594,348.2585968141489,172355,128.9431662382903,128.9431689227069,21582
0,7,359.6239213080528,359.62392899055214,172355,165.6652621516475,165.66526667277017,21582
0,8,340.2949778917494,340.294988158684,172355,98.06181285999439,98.06181300127948,21582
0,9,353.6042241674012,353.60423161977957,172355,106.81409496731229,106.81409673337583,21582
0,10,354.5462592228936,354.5462688260178,172355,101.08976547806351,101.08976837440774,21582
1,1,567.2093865945677,567.2093992926258,57710,319.8421351114909,319.84214782714844,7139
1,2,394.9047493324148,394.90475733139937,57710,117.31831444634332,117.31831614176433,7139
2,1,665.5129204063148,665.5129306499774,57055,208.8086306254069,208.80863571166992,7000
2,2,350.44541880467557,350.4454248334978,57055,133.01484616597494,133.01484616597494,7000
3,1,534.3998334937626,534.3998471101125,57585,305.498349576383,305.49836194837417,7228
3,2,351.1443184216817,351.14432795842487,57585,101.96941458212363,101.96941499452333,7228
4,1,589.0738846725887,589.0739050441318,57457,2345.492134712838,2345.4921940983954,7297
4,2,346.6657732327779,346.6657834847768,57457,143.91305170832453,143.91305768812026,7297
5,1,646.6171823005154,646.6172029939416,58297,334.2417136744449,334.2417297363281,7537
5,2,325.09832917827447,325.09833999529275,58297,98.77001732274105,98.77002133821186,7537
6,1,611.5810123930041,611.5810331306202,59485,322.04377023797286,322.0437814812911,7504
6,2,278.7535391173907,278.7535489485568,59485,113.40843521921258,113.40844184473941,7504
7,1,469.91789640655026,469.917910825859,61660,326.6203143780048,326.6203206380208,7676
7,2,292.6954389899294,292.69544422433603,61660,111.1336417564979,111.1336433215019,7676
8,1,490.1070805257803,490.1070977099686,63393,438.3729278564453,438.37292556762696,7886
8,2,265.6362077490388,265.6362133086292,63393,83.76267776489257,83.7626802444458,7886
9,1,395.98405596134415,395.98406931880146,63263,723.2716613769531,723.2716720581054,7980
9,2,208.25468736040855,208.25469024850744,63263,82.47549085617065,82.47549333572388,7980
10,1,446.24792617653446,446.2479314954499,63372,206.32163727589142,206.32164040589944,7799
10,2,186.37297744028953,186.37298343309467,63372,71.34165084056364,71.34165348150792,7799
11,1,386.04717993357826,386.0471907358321,62908,285.35532608032224,285.35531692504884,7945
11,2,158.9356190030537,158.935622175913,62908,63.6836314201355,63.68363227844238,7945
12,1,369.1347773569935,369.1347828271254,63503,351.5064277648926,351.5064407348633,7914
12,2,155.77780765557438,155.777812669862,63503,59.203849411010744,59.20385055541992,7914
13,1,414.74560720492633,414.74561955378607,62312,458.35695419311526,458.3569595336914,7802
13,2,144.86655725576938,144.86656202414096,62312,52.772356033325195,52.77235670089722,7802
14,1,501.9021041221868,501.902111851312,61182,184.72962791041323,184.72963353207237,7547
14,2,135.908152948018,135.90815502989525,61182,54.958303451538086,54.95830355192486,7547
15,1,429.2351431110561,429.23515122688855,59493,123.60888210095857,123.60888511256168,7535
15,2,142.27578757113258,142.2757916546508,59493,56.72061036762438,56.72061187342594,7535
16,1,619.8063796733987,619.8063970105402,57803,26100.70871310764,26100.709092881945,7168
16,2,434.2344756553913,434.23448254815463,57803,356.60752868652344,356.6075320773655,7168
17,1,483.85646398370915,483.85647810502485,54842,211.24786420549665,211.2478707449777,6863
17,2,147.58699851296166,147.58700139825996,54842,59.601937539236886,59.60193786621094,6863
18,1,607.4514315528592,607.4514454472674,54712,1760.5689976283481,1760.5690464564732,6948
18,2,170.81488479837014,170.8148906178718,54712,54.24805385044643,54.24805537632533,6948
19,1,462.94896226689434,462.94897292316824,55035,73.31714291042752,73.31714375813802,7003
19,2,128.55142075082532,128.5514256297678,55035,53.186069303088715,53.186071740256416,7003
20,1,557.6562462656121,557.6562549122593,56885,350.36800893147785,350.3680165608724,7115
20,2,123.89065401846902,123.89065808747944,56885,49.238615459866,49.23861641354031,7115
21,1,452.7954496646517,452.79545516428595,56594,294.14917322107266,294.14917816986906,7292
21,2,129.9959883133851,129.99599212808238,56594,43.43910629684861,43.439107121648014,7292
22,1,408.3751381335615,408.3751460094841,58708,83.61484197668128,83.61484403867979,7330
22,2,122.82060573863335,122.82060856721839,58708,45.037166286159206,45.037166595458984,7330
23,1,357.8893268310946,357.88933568218954,61020,11415.81335136218,11415.813827123397,7742
23,2,151.83366199568206,151.8336650374668,61020,91.72565303704677,91.72565362392328,7742
24,1,407.84838845594874,407.84839994802417,63600,166.61783447265626,166.61783752441406,7894
24,2,141.92079312546448,141.92079588452225,63600,53.00339412689209,53.00339469909668,7894
25,1,403.4710550810161,403.47106612356083,64464,425.8064796447754,425.8064849853516,7954
25,2,160.18443927823944,160.184442655959,64464,56.4862078666687,56.48620758056641,7954
26,1,395.7928338429285,395.792848738413,62855,241.11860313415528,241.11860733032228,7833
26,2,178.68283309936524,178.68283873058502,62855,59.20562353134155,59.20562448501587,7833
27,1,434.9332932582518,434.93329961608055,58644,1066.7820482755963,1066.7820611251027,7531
27,2,214.51970295030245,214.5197076602858,58644,56.50044913040964,56.500451037758275,7531
28,1,540.9478519208915,540.9478688630345,56066,254.12188720703125,254.12189069475446,6941
28,2,228.72881781418553,228.72882405888566,56066,68.66327928815569,68.66328125,6941
29,1,464.0057163101306,464.0057326117865,55472,611.8632992015165,611.8633225384881,6733
29,2,245.76058051568998,245.76059080713944,55472,90.1658915351419,90.16589534983916,6733
30,1,529.736801288746,529.7368009214048,53986,764.3820530482701,764.3820870535715,6809
30,2,277.30307018138745,277.3030808060258,53986,104.00612465994699,104.0061272757394,6809
31,1,498.3867849543475,498.3867870275525,55161,498.238627406529,498.2386483328683,6925
31,2,298.68619288568914,298.68620034922725,55161,108.57998264857702,108.57998461042132,6925
32,1,433.56699113442863,433.5670038948596,56606,1347.9862297905815,1347.9862433539497,7093
32,2,293.3960770754747,293.3960810379243,56606,136.77374267578125,136.77374585469565,7093
33,1,443.44543586387766,443.4454397709724,57785,220.4180739119246,220.41808380951753,7232
33,2,291.3911703829122,291.39117943786835,57785,76.42993143442514,76.42993308402397,7232
34,1,459.58135672494876,459.58136711391154,28037,682.132314046224,682.132310655382,3487
34,2,324.2949818820818,324.2949876717642,28037,84.56385252210829,84.56385336981879,3487
