Day,Epoch,Train Loss,Train MSE,Train N,Test Loss,Test MSE,Test N
0,-1,0,0,0,377057.7745949074,377057.7824074074,21582
0,1,4950.523700864575,4950.523689110705,172355,409.88396001745156,409.88396312572337,21582
0,2,471.8532712365524,471.85328353917237,172355,193.82972138016314,193.82972462972006,21582
0,3,442.3973916356912,442.39740254873465,172355,149.84025510152182,149.84025750336824,21582
0,4,433.4459374376903,433.44595016514893,172355,151.6366682405825,151.63667262042011,21582
0,5,430.21539568624473,430.21540651963096,172355,155.87427965799967,155.87428297819915,21582
0,6,439.08663033222103,439.0866431393369,172355,166.0655490733959,166.06555571379485,21582
0,7,437.33485770170205,437.33487064158004,172355,189.89315626356336,189.89316516452365,21582
0,8,434.97465090298044,434.97466205499563,172355,191.63294530797887,191.6329494052463,21582
0,9,441.247973802748,441.2479847069406,172355,144.67136206450286,144.67136354799624,21582
0,10,434.47729085050435,434.4772991348585,172355,158.6019440403691,158.60194856149178,21582
1,1,2327.4455330924593,2327.445617834177,57710,930.230953640408,930.2309756808811,7139
1,2,478.4472690833069,478.447283893308,57710,130.40906842549643,130.4090716044108,7139
2,1,2206.417557883096,2206.4176460746285,57055,5317.294420030382,5317.294487847223,7001
2,2,652.8269355880631,652.8269598634093,57055,129.68362214830188,129.68362681070963,7001
3,1,2892.58288304011,2892.582911968231,57585,4068.295852248733,4068.295971019848,7228
3,2,547.0923792521158,547.0924020873176,57585,121.59265342918602,121.59265672838366,7228
4,1,1526.1105666160583,1526.1106135580276,57457,10221.529376055743,10221.529191300675,7297
4,2,747.1928610271877,747.1928755177391,57457,141.62006171973977,141.620064194138,7297
5,1,1503.8788406163046,1503.878864236074,58297,510.4453044690584,510.44533097116573,7537
5,2,512.0137496059888,512.0137665108458,58297,117.48988623368113,117.48989065069901,7537
6,1,1476.1929858418919,1476.1930483107599,59485,889.6612500642475,889.661282188014,7504
6,2,440.64845531898857,440.64846353722896,59485,119.3932019283897,119.39320273148387,7504
7,1,1497.2241576111433,1497.2241834868892,61660,1106.3104326297075,1106.3104467147436,7676
7,2,478.92302422384614,478.9230398529942,61660,165.4350139911358,165.43501868614783,7676
8,1,1680.7346492731233,1680.7347118485989,63393,1006.2418869018554,1006.241911315918,7886
8,2,448.15053262319475,448.150543573903,63393,142.40284004211426,142.40284385681153,7886
9,1,1316.1344504852777,1316.1344597993966,63263,2739.8867370605467,2739.8867919921877,7980
9,2,450.78404344143553,450.78405626940804,63263,135.2751850128174,135.2751901626587,7980
10,1,1436.825338947284,1436.825368574365,63372,708.1771944486178,708.1772288787059,7799
10,2,424.6783539684789,424.6783642212299,63372,114.78721149151141,114.78721031775841,7799
11,1,2037.700688195607,2037.7007092188276,62908,1125.3083740234374,1125.3084106445312,7945
11,2,433.22379249693853,433.223801167806,62908,133.25130081176758,133.251305770874,7945
12,1,2548.661845657061,2548.661915425235,63503,209.32322616577147,209.3232276916504,7914
12,2,438.5165518034929,438.51656490301934,63503,162.29577751159667,162.29578170776367,7914
13,1,1409.508353062165,1409.5083753634722,62312,582.3102806091308,582.3102897644043,7802
13,2,422.9109276991624,422.9109401947413,62312,144.27375888824463,144.27375869750978,7802
14,1,1366.8416403228161,1366.8416838053784,61182,281.7868431492856,281.7868395353618,7547
14,2,407.91780020520576,407.91781244714275,61182,141.69106132105776,141.69106413188734,7547
15,1,1597.9761064260597,1597.9761443682164,59493,4530.2498201069075,4530.250154194079,7535
15,2,455.6232469545915,455.6232555312598,59493,140.5580416227642,140.55804242585836,7535
16,1,1552.0849948751516,1552.0850217095738,57803,3823.857428656684,3823.857652452257,7168
16,2,692.396189775138,692.3962112163675,57803,370.25953504774304,370.2595503065321,7168
17,1,1692.953325583718,1692.9533627041903,54842,4715.674086216518,4715.674183872768,6863
17,2,493.3653637972745,493.365378112793,54842,117.0709206717355,117.0709206717355,6863
18,1,1466.0660898807275,1466.066122236043,54712,1037.1174595424106,1037.1174839564733,6948
18,2,402.62119513184484,402.62120807953994,54712,197.49370422363282,197.49371119907923,6948
