Day,Epoch,Train Loss,Train MSE,Train N,Test Loss,Test MSE,Test N
24,1,388.4675605581991,388.467573105914,63600,175.40197219848633,175.4019802093506,7894
24,2,213.05128006365314,213.05128591765398,63600,89.83926143646241,89.83926315307617,7894
25,1,567.3512754174578,567.351294998783,64464,165.86014709472656,165.86015129089355,7954
25,2,209.34924958881578,209.34925551754034,64464,126.72483596801757,126.72483882904052,7954
26,1,492.6300128270709,492.6300227331737,62855,601.3732604980469,601.3732635498047,7833
26,2,236.03217240590897,236.0321766202412,62855,94.9071044921875,94.90710430145263,7833
27,1,617.3651564721348,617.3651703815071,58644,232.03622918379935,232.03623319927016,7531
27,2,277.53981988608433,277.53982876109427,58644,117.96344094527394,117.96344275223582,7531
28,1,615.615158841279,615.6151774124743,56066,370.221932547433,370.2219464983259,6941
28,2,295.28271177570167,295.2827161469918,56066,158.48499755859376,158.48499799455917,6941
29,1,582.132519893509,582.1325346583085,55472,178.91080474853516,178.91080654368682,6733
29,2,292.5345847315068,292.53459118081514,55472,120.70479157391716,120.70479493982651,6733
30,1,569.8583033526385,569.8583185549136,53986,313.5036812918527,313.50369219098775,6809
30,2,292.0296748691135,292.0296814247414,53986,102.8129148210798,102.81291852678571,6809
31,1,887.0789015949637,887.0789349321007,55161,236.87382027762277,236.87382420131138,6925
31,2,288.8609430064326,288.86095116103905,55161,97.00218571254186,97.00219050816128,6925
32,1,915.6429023474035,915.6429358468929,56606,1790.197289360894,1790.1973402235244,7093
32,2,381.91504430099275,381.91505273630924,56606,211.34836535983615,211.3483712938097,7093
33,1,913.5887876464421,913.588822704698,57785,283.6267357903558,283.626734140757,7232
33,2,288.6460321815781,288.646040576552,57785,92.37408550365551,92.3740885966533,7232
34,1,602.6836082512606,602.6836178826948,28037,146.6044981214735,146.60450066460504,3487
34,2,340.5337963239521,340.53380790331687,28037,115.12293158637152,115.12293412950304,3487
