Day,Epoch,Train Loss,Train MSE,Train N,Test Loss,Test MSE,Test N
7,1,741.8233605494071,741.8233860122161,64496,1121.5917264498198,1121.5917201898037,7676
7,2,222.3457690732029,222.34577757655282,64496,590.3744334685497,590.3744530310997,7676
8,1,933.1741990671529,933.1742110314307,61555,1859.487567138672,1859.4876586914063,7886
8,2,231.22645350864954,231.22645994904752,61555,259.22605781555177,259.22606506347654,7886
9,1,960.8292595850278,960.8292925063878,58216,1118.7072052001954,1118.7072143554688,7980
9,2,264.3320002098606,264.33200512193656,58216,185.51486053466797,185.51486434936524,7980
10,1,935.664797109515,935.6648172084576,55758,3905.4927258613784,3905.492882361779,7799
10,2,371.69139268663196,371.6914016833015,55758,248.3980693328075,248.39807794032953,7799
11,1,1153.8049923983488,1153.8050200306286,54980,892.5085174560547,892.5085220336914,7945
11,2,307.56321547074754,307.5632280106978,54980,291.79220924377444,291.7922176361084,7945
12,1,1183.9631334753597,1183.9631537830128,54325,506.95428771972655,506.9543067932129,7914
12,2,325.4278291814467,325.4278389145346,54325,411.0294807434082,411.0294876098633,7914
13,1,1213.7080817844558,1213.708114458167,55092,4866.6468505859375,4866.647021484375,7802
13,2,374.28005508754563,374.2800617770872,55092,490.1066707611084,490.10668525695803,7802
14,1,1095.8949537342992,1095.894978700835,57855,6873.817999588816,6873.818128083882,7547
14,2,385.4821023086022,385.48211077986093,57855,641.7357627467105,641.7357595343339,7547
15,1,861.1161933229681,861.116218914902,56910,1149.6805419921875,1149.6805966025904,7535
15,2,333.1708675183748,333.1708773428934,56910,1106.793407239412,1106.7934490003083,7535
16,1,809.5482870850041,809.5483066033138,56551,1594.1168280707466,1594.1168823242188,7168
16,2,326.3715765046568,326.371582004291,56551,850.4992184109158,850.4992302788628,7168
17,1,606.8527526588707,606.8527714389187,57132,1123.893620954241,1123.893634905134,6863
17,2,335.0467552505173,335.04676021229136,57132,1677.7716831752232,1677.771728515625,6863
18,1,731.2712750516806,731.2712977563393,58189,2137.078044782366,2137.0781319754465,6948
18,2,318.9293828747936,318.92938877381,58189,790.9081072126116,790.9081211635045,6948
19,1,738.2146181453954,738.2146364192373,58069,1461.560326470269,1461.5603603786892,7003
19,2,306.5023239240614,306.50233433254806,58069,1097.5970187717014,1097.5970170762803,7003
20,1,785.6081310352246,785.6081496552154,57193,1471.9679328070747,1471.9679870605469,7115
20,2,312.00869129420994,312.00869900363307,57193,754.9004516601562,754.9004533555773,7115
21,1,823.8715144831959,823.871529422986,57271,1995.7159588788006,1995.7160578547298,7292
21,2,342.43886792119787,342.4388717491868,57271,785.9756552206503,785.9756667678421,7292
22,1,756.4281082948049,756.4281105995178,57448,487.35059995908995,487.3506181046769,7330
22,2,306.7204332881504,306.720439725452,57448,647.0706968565245,647.0707232501056,7330
23,1,804.3183333824421,804.3183655311321,57983,2086.541669796675,2086.541723006811,7742
23,2,317.4686004375589,317.4686083563443,57983,455.61847002078326,455.6184817583133,7742
24,1,739.591969773576,739.5919721190994,59174,1877.9017669677735,1877.9018493652343,7894
24,2,279.3013220864373,279.30132654550914,59174,215.74907341003419,215.7490749359131,7894
25,1,766.5676560994067,766.5676756715463,61159,752.1411117553711,752.141130065918,7954
25,2,221.35141477397843,221.35141896266563,61159,210.77316818237304,210.7731731414795,7954
26,1,732.281908614726,732.2819232699237,63053,263.1030609130859,263.1030612945557,7833
26,2,218.3271005847786,218.32710949378676,63053,159.19383563995362,159.19384212493895,7833
27,1,542.8563855529208,542.856399054783,63247,592.2935887386924,592.293606406764,7531
27,2,213.02303593391875,213.02304084368686,63247,145.76654353894685,145.7665503652472,7531
28,1,614.6889758453848,614.688991510756,63724,650.503466796875,650.503506905692,6941
28,2,172.408919809754,172.40892373207595,63724,271.49925406319755,271.4992536272321,6941
29,1,643.4038868737599,643.4039060320173,62893,1162.680024988511,1162.6800537109375,6733
29,2,156.89759511796254,156.89759892054965,62893,483.2505744485294,483.2505843218635,6733
30,1,680.9104565400806,680.9104665762243,63390,1272.498819405692,1272.4988490513392,6809
30,2,150.89891270056884,150.89891763440443,63390,1125.8481131417411,1125.8481567382812,6809
31,1,547.7779580620444,547.7779750945462,62773,1867.21630859375,1867.2163678850447,6925
31,2,136.95228884022706,136.95229202319103,62773,1551.0097673688615,1551.0098074776786,6925
32,1,674.9873531975264,674.9873588636566,61392,4206.808207194011,4206.808342827691,7093
32,2,145.21186276911135,145.21186412351528,61392,3445.6649509006074,3445.665025499132,7093
33,1,472.8267076365153,472.82672019958494,59812,4647.11608556799,4647.116125158362,7232
33,2,148.9301391092936,148.93014250437417,59812,6672.41967113598,6672.419908678209,7232
34,1,792.9533927035169,792.9534110763447,29399,9423.20751953125,9423.20849609375,3487
34,2,130.26902319460498,130.269029007477,29399,7503.111300998264,7503.111246744792,3487
